Angolo,Triangolo_isoscele,0
Angolo,Teorema_di_Pitagora,0
Sistema_di_riferimento_cartesiano,Retta,1
Poligono,Segmento,1
Angolo,Bidimensionalit%C3%A0,0
Punto_(geometria),Bidimensionalit%C3%A0,0
Pendenza_topografica,Geometria,1
Quadrilatero,Parallelismo_(geometria),0
Perpendicolarit%C3%A0,Cono,0
Segmento,Asse_di_un_segmento,0
Angolo,Collinearit%C3%A0,0
Punto_medio,Arco_(geometria),0
Spigolo,Triangolo_isoscele,0
Rettangolo,Triangolo_rettangolo,0
Vertice_(geometria),Teorema_di_Pitagora,0
Circonferenza,Sezione_(geometria_descrittiva),0
Teorema_di_Pitagora,Terna_pitagorica,0
Similitudine_(geometria),Sfera,0
Terna_pitagorica,Teorema_di_Pitagora,1
Circonferenza,Geometria,1
Punto_(geometria),Quadrilatero,0
Terna_pitagorica,Triangolo_rettangolo,1
Raggio_(geometria),Seno_(matematica),0
Segmento,Terna_pitagorica,0
Retta,Diametro,0
Quadrilatero,Collinearit%C3%A0,0
Bidimensionalit%C3%A0,Ennagono,0
Circonferenza,Vertice_(geometria),0
Bidimensionalit%C3%A0,Piano_(geometria),1
Dodecagono,Angolo,1
Vertice_(geometria),Ettagono,0
Corda_(geometria),Angolo,0
Simmetria,Parallelogramma,0
Sistema_di_coordinate,Geometria,1
Circonferenza,Asse_di_un_segmento,0
Poligono,Ottagono,0
Perpendicolarit%C3%A0,Sistema_di_coordinate,0
Punto_(geometria),Poligono_stellato,0
Retta,Piramide_(geometria),0
Spigolo,Triangolo_rettangolo,0
Asse_di_un_segmento,Triangolo,0
Parallelogramma,Angolo,1
Punto_(geometria),Esagono,0
Dodecagono,Poliedro,0
Aquilone_(geometria),Angolo,1
Parallelismo_(geometria),Perpendicolarit%C3%A0,0
Segmento,Vertice_(geometria),0
Segmento,Dodecagono,0
Rombo_(geometria),Perpendicolarit%C3%A0,0
Pentagono,Spigolo,1
Perpendicolarit%C3%A0,Angolo,1
Parallelismo_(geometria),Angolo,0
Perpendicolarit%C3%A0,Bidimensionalit%C3%A0,0
Rettangolo,Punto_(geometria),1
Diametro,Raggio_(geometria),1
Punto_medio,Piano_(geometria),0
Rombo_(geometria),Spigolo,1
Vertice_(geometria),Ennagono,0
Tangente_(geometria),Seno_(matematica),0
Triangolo_rettangolo,Poligono,1
Punto_(geometria),Secante_(geometria),0
Segmento,Pentagono,0
Quadrilatero,Disuguaglianza_triangolare,0
Retta,Piano_(geometria),0
Corda_(geometria),Teorema_di_Pitagora,0
Rombo_(geometria),Parallelogramma,1
Funzione_trigonometrica,Retta,1
Lunghezza_di_un_arco,Distanza_(matematica),1
Circonferenza,Diametro,0
Rombo_(geometria),Vertice_(geometria),1
Spigolo,Funzione_trigonometrica,0
Geometria,Poligono_stellato,0
Angolo_retto,Geometria,1
Seno_(matematica),Funzione_trigonometrica,1
Spigolo,Endecagono,0
Poligono,Triangolo_rettangolo,0
Circonferenza,Seno_(matematica),0
Retta,Aquilone_(geometria),0
Funzione_trigonometrica_inversa,Segmento,1
Triangolo_equilatero,Angolo,1
Punto_medio,Punto_(geometria),1
Corda_(geometria),Seno_(matematica),0
Ettagono,Raggio_(geometria),0
Collinearit%C3%A0,Cono,0
Trapezio,Geometria,1
Segmento,Collinearit%C3%A0,0
Circonferenza,Bidimensionalit%C3%A0,0
Poliedro,Geometria,1
Poliedro,Punto_(geometria),1
Angolo,Riflessione_(geometria),0
Sezione_(geometria_descrittiva),Geometria,1
Triangolo,Lunghezza_di_un_arco,0
Poligono,Quadrilatero,0
Traslazione_(geometria),Distanza_(matematica),0
Retta,Prisma,0
Triangolo_equilatero,Geometria,1
Poligono,Rettangolo,0
Ottagono,Segmento,1
Perpendicolarit%C3%A0,Trapezio,0
Simmetria,Traslazione_(geometria),0
Punto_(geometria),Teorema_della_bisettrice,0
Disuguaglianza_triangolare,Lunghezza_di_un_arco,0
Vertice_(geometria),Poligono,0
Diametro,Segmento,1
Retta,Secante_(geometria),0
Poliedro,Retta,1
Geometria,Decagono,0
Poligono,Endecagono,0
Angolo,Distanza_(matematica),0
Asse_di_un_segmento,Congruenza_(geometria),0
