Equazione_differenziale,Numero,1
Asintoto,Retta,1
Sistema_di_riferimento_cartesiano,Retta,1
Decomposizione_in_fratti_semplici,Aritmetica,1
Logaritmo,Logaritmo_naturale,0
Radice_quadrata,Potenza_(matematica),0
Poligono,Segmento,1
Equazione,Equazione_di_secondo_grado,0
Teorema_binomiale,Addizione,1
Associativit%C3%A0,Numero_complesso,0
Principio_d%27induzione,Dimostrazione_matematica,1
Funzione_continua,Matematica,1
Asintoto,Matematica,1
Settore_circolare,Geometria,1
Numero_intero,Decomposizione_in_fratti_semplici,0
Fattorizzazione,Decomposizione_in_fratti_semplici,0
Numero_reale,Disuguaglianza,0
Aritmetica,Matematica,1
Addizione,Circonferenza,0
Variabili_dipendenti_e_indipendenti,Funzione_(matematica),1
Equazione,Teorema_di_Pitagora,0
Retta,Secante_(geometria),0
Algebra,Numero,1
Onda_sinusoidale,Matematica,1
Circonferenza,Geometria,1
Funzione_definita_a_tratti,Funzione_inversa,0
Somma_vuota,Aritmetica,1
Numero,Somma_vuota,0
Equazione_lineare,Equazione,1
Disuguaglianza,Matematica,1
Aritmetica,Fattorizzazione,0
Funzione_(matematica),Crescita_esponenziale,0
Disuguaglianza,Uguaglianza_(matematica),1
Numero_razionale,Radicale_(matematica),0
Equazione_parametrica,Equazione,1
Numero_primo,Radice_(matematica),0
Limite_di_una_funzione,Funzione_(matematica),1
Teorema_dei_seni,Segmento,1
Minore_(algebra_lineare),Matrice_quadrata,1
Sistema_di_coordinate,Geometria,1
Numero,Quadrante_(geometria_analitica),0
Seno_(matematica),Matematica,1
Aritmetica,Sottrazione,0
Associativit%C3%A0,Moltiplicazione,0
Limite_di_una_successione,Matematica,1
Fuoco_(geometria),Circonferenza,0
Potenza_(matematica),Aritmetica,1
Perpendicolarit%C3%A0,Sistema_di_coordinate,0
Funzione_(matematica),Funzione_periodica,0
Addizione,Numero_razionale,0
Potenza_(matematica),Equazione_di_secondo_grado,0
Teorema_delle_radici_razionali,Equazione,1
Secante_(geometria),Asintoto,0
Divisione_dei_polinomi,Moltiplicazione,1
Teorema_dei_seni,Seno_(matematica),1
Addizione,Numero_negativo,0
Funzione_costante,Funzioni_pari_e_dispari,0
Insieme,Numero,0
Divisione_(matematica),Decomposizione_in_fratti_semplici,0
Geometria,Settore_circolare,0
Equazione_lineare,Equazione_di_secondo_grado,0
Moltiplicazione,Numero_razionale,0
Retta,Raggio_(geometria),0
Equazione_lineare,Matematica,1
Matematica,Funzione_continua,0
Logaritmo,Coefficiente_angolare,0
Perpendicolarit%C3%A0,Angolo,1
Algebra,Matematica,1
Notazione_scientifica,Numero_reale,0
Matematica,Poligono,0
Triangolo_rettangolo,Poligono,1
Matematica,Onda_sinusoidale,0
Coefficiente_binomiale,Moltiplicazione,1
Seno_(matematica),Teorema_dei_seni,0
Reciproco,Moltiplicazione,1
Polinomio,Circonferenza,0
Funzione_(matematica),Radicale_(matematica),0
Addizione,Commutativit%C3%A0,0
Divisione_(matematica),Moltiplicazione,0
Sezione_conica,Matematica,1
Funzione_trigonometrica,Funzione_trigonometrica_inversa,0
Aritmetica,Potenza_(matematica),0
Sistema_di_coordinate,Numero_complesso,0
Secante_(geometria),Curva_(matematica),1
Angolo_retto,Geometria,1
Circonferenza_unitaria,Radicale_(matematica),0
Poligono,Teorema_dei_seni,0
Matrice_triangolare,Matematica,1
Forza,Matematica,0
Poligono,Triangolo_rettangolo,0
Funzione_(matematica),Immagine_(matematica),0
Geometria_analitica,Sistema_di_riferimento_cartesiano,1
Unione_(insiemistica),Insieme_vuoto,0
Reciproco,Matematica,1
Numero_complesso,Radice_(matematica),0
Sistema_di_equazioni_lineari,Matematica,1
Logaritmo_naturale,Aritmetica,1
Triangolo_rettangolo,Retta,1
Equazione_lineare,Sistema_di_riferimento_cartesiano,0
Potenza_(matematica),Reciproco,0
Logaritmo,Matematica,1
Eccentricit%C3%A0_(matematica),Retta,1
Geometria,Sistema_di_equazioni_lineari,0
Equazione,Uguaglianza_(matematica),1
Associativit%C3%A0,Commutativit%C3%A0,0
Crescita_esponenziale,Numero,1
Circonferenza_unitaria,Numero_intero,0
Geometria,Sistema_di_coordinate_polari,0
Numero_negativo,Divisione_(matematica),0
Diagonale_principale,Matrice_elementare,0
Funzione_iniettiva,Funzione_(matematica),1
Geometria,Punto_(geometria),0
Potenza_(matematica),Numero_reale,0
Numero_intero,Reciproco,0
Geometria,Teorema_di_Pitagora,0
Aritmetica,Divisione_(matematica),0
Matematica,Mereologia,0
Numeri_pari_e_dispari,Funzioni_pari_e_dispari,0
Insieme,Numero_reale,0
Serie_geometrica,Geometria,0
Matematica,Prodotto_vettoriale,0
Serie,Calcolo_infinitesimale,1
Retta,Ellisse,0
Somma_vuota,Addizione,1
Prodotto_scalare,Aritmetica,1
Unione_(insiemistica),Numero_naturale,0
Moltiplicazione,Funzione_(matematica),0
Addizione,Divisione_dei_polinomi,0
Addizione,Matematica,1
Matematica,Equazione_algebrica,0
Matrice,Matrice_triangolare,0
Logaritmo,Numero,1
Circonferenza,Geometria_analitica,0
Polinomio,Numero,1
Numero_reale,Radicale_(matematica),0
Funzioni_pari_e_dispari,Matematica,1
Trigonometria,Geometria,1
Numero,Numero_intero,0
Punto_(geometria),Raggio_(geometria),0
Fuoco_(geometria),Ellisse,0
Polinomio,Funzione_(matematica),0
Sistema_di_coordinate,Numero_reale,0
Sistema_di_equazioni_lineari,Uguaglianza_(matematica),1
Matematica,Funzione_trigonometrica_inversa,0
Curva_piana,Geometria,1
Composizione_di_funzioni,Funzioni_pari_e_dispari,0
Matematica,Somma_vuota,0
Associativit%C3%A0,Funzione_(matematica),0
Circonferenza,Equazione_di_secondo_grado,0
Decomposizione_in_fratti_semplici,Moltiplicazione,1
Funzione_(matematica),Risoluzione_di_un%27equazione,0
Radice_quadrata,Insieme,0
Addizione,Moltiplicazione,0
Criterio_di_Cartesio,Teorema_delle_radici_razionali,0
Rettangolo,Matematica,1
Perpendicolarit%C3%A0,Fuoco_(geometria),0
Matrice_triangolare,Matrice,1
Funzione_trigonometrica_inversa,Trigonometria,1
Numero_intero,Coefficiente_binomiale,0
Insieme_aperto,Numero_reale,0
Secante_(geometria),Coefficiente_angolare,0
Circonferenza_unitaria,Numero_complesso,0
Teorema_dei_seni,Perpendicolarit%C3%A0,0
Logaritmo,E_(costante_matematica),0
Commutativit%C3%A0,Sottrazione,0
Determinante,Minore_(algebra_lineare),0
Funzione_trigonometrica_inversa,Geometria,1
Numero,Potenza_(matematica),0
Secante_(geometria),Derivata,0
Equazione_lineare,Geometria,1
Ampiezza,Onda_sinusoidale,0
Punto_(geometria),Geometria,1
Polinomio,Matematica,1
Criterio_di_Cartesio,Addizione,1
Intervallo_(matematica),Numero_reale,0
Curva_(matematica),Cono,0
Logaritmo_naturale,Disuguaglianza,0
Addizione,Numero,1
