Dbscan,Outlier,0
Intervallo_di_confidenza,Distribuzione_congiunta,0
Distribuzione_di_probabilit%C3%A0_a_priori,Probabilit%C3%A0_condizionata,0
Boosting,Data_mining,0
Rete_neurale_feed-forward,Discesa_del_gradiente,0
Intervallo_di_confidenza,Significativit%C3%A0,0
Data_mining,Clustering_gerarchico,0
Scarto_interquartile,Mediana_(statistica),1
Clustering,Outlier,0
Rete_bayesiana,Funzione_di_densit%C3%A0_di_probabilit%C3%A0,1
Data_mining,Outlier,1
K-medoids,Clustering,1
Retropropagazione_dell%27errore,Rete_neurale_feed-forward,0
Foresta_casuale,Boosting,0
K-means,Apprendimento_automatico,1
Clustering,Information_retrieval,0
Macchine_a_vettori_di_supporto,Funzione_di_densit%C3%A0_di_probabilit%C3%A0,1
Discesa_del_gradiente,Massimo_e_minimo_di_una_funzione,1
Probabilit%C3%A0_condizionata,Rete_bayesiana,0
Classificazione_statistica,Rete_neurale_artificiale,0
Scarto_quadratico_medio,F1_score,0
Campionamento_statistico,Precisione_e_recupero,0
F1_score,Campionamento_statistico,1
Foresta_casuale,Scarto_quadratico_medio,0
Rete_bayesiana,Distribuzione_di_probabilit%C3%A0_a_priori,1
K-medoids,K-means,0
Correlazione_(statistica),Clustering_gerarchico,0
Dbscan,Clustering,1
Scarto_interquartile,Outlier,0
Scarto_quadratico_medio,Clustering_gerarchico,0
Clustering_gerarchico,Clustering,1
Precisione_e_recupero,Ipotesi_nulla,1
Apprendimento_automatico,Rete_bayesiana,0
Funzione_di_verosimiglianza,Intervallo_di_confidenza,0
Test_di_verifica_d%27ipotesi,Data_mining,0
Dbscan,Analisi_dei_dati,1
Albero_di_decisione,Classificazione_statistica,1
Foresta_casuale,Bootstrap_(statistica),1
Rete_bayesiana,Funzione_di_verosimiglianza,1
Analisi_della_regressione,Metodo_dei_minimi_quadrati,0
Data_mining,Analisi_della_regressione,1
Macchine_a_vettori_di_supporto,Outlier,0
Outlier,Data_mining,0
Intervallo_di_confidenza,Campionamento_statistico,1
Test_di_verifica_d%27ipotesi,Campionamento_statistico,1
Retropropagazione_dell%27errore,Apprendimento_ensemble,0
Retropropagazione_dell%27errore,Apprendimento_automatico,1
Distribuzione_congiunta,Distribuzione_condizionata,0
Test_di_verifica_d%27ipotesi,Teorema_di_Bayes,0
Test_di_verifica_d%27ipotesi,Popolazione_statistica,1
Significativit%C3%A0,Intervallo_di_confidenza,1
Distribuzione_di_probabilit%C3%A0_a_priori,Rete_bayesiana,0
Regole_di_associazione,Probabilit%C3%A0_condizionata,1
Albero_di_decisione,Regole_di_associazione,0
